Date,Open,High,Low,Close,Volume,Adjusted Close
2005-01-03,1211.92,1217.8,1200.32,1202.08,1510800000.0,1202.08
2005-01-04,1202.08,1205.84,1185.39,1188.05,1721000000.0,1188.05
2005-01-05,1188.05,1192.73,1183.72,1183.74,1738900000.0,1183.74
2005-01-06,1183.74,1191.63,1183.27,1187.89,1569100000.0,1187.89
2005-01-07,1187.89,1192.2,1182.16,1186.19,1477900000.0,1186.19
2005-01-10,1186.19,1194.78,1184.8,1190.25,1490400000.0,1190.25
2005-01-11,1190.25,1190.25,1180.43,1182.99,1488800000.0,1182.99
2005-01-12,1182.99,1187.92,1175.64,1187.7,1562100000.0,1187.7
2005-01-13,1187.7,1187.7,1175.81,1177.45,1510300000.0,1177.45
2005-01-14,1177.45,1185.21,1177.45,1184.52,1335400000.0,1184.52
2005-01-18,1184.52,1195.98,1180.1,1195.98,1596800000.0,1195.98
2005-01-19,1195.98,1195.98,1184.41,1184.63,1498700000.0,1184.63
2005-01-20,1184.63,1184.63,1173.42,1175.41,1692000000.0,1175.41
2005-01-21,1175.41,1179.45,1167.82,1167.87,1643500000.0,1167.87
2005-01-24,1167.87,1173.03,1163.75,1163.75,1494600000.0,1163.75
2005-01-25,1163.75,1174.3,1163.75,1168.41,1610400000.0,1168.41
2005-01-26,1168.41,1175.96,1168.41,1174.07,1635900000.0,1174.07
2005-01-27,1174.07,1177.5,1170.15,1174.55,1600600000.0,1174.55
2005-01-28,1174.55,1175.61,1166.25,1171.36,1641800000.0,1171.36
2005-01-31,1171.36,1182.07,1171.36,1181.27,1679800000.0,1181.27
2005-02-01,1181.27,1190.39,1180.95,1189.41,1681980000.0,1189.41
2005-02-02,1189.41,1195.25,1188.92,1193.19,1561740000.0,1193.19
2005-02-03,1193.19,1193.19,1185.64,1189.89,1554460000.0,1189.89
2005-02-04,1189.89,1203.47,1189.67,1203.03,1648160000.0,1203.03
2005-02-07,1203.03,1204.15,1199.27,1201.72,1347270000.0,1201.72
2005-02-08,1201.72,1205.11,1200.16,1202.3,1416170000.0,1202.3
2005-02-09,1202.3,1203.83,1191.54,1191.99,1511040000.0,1191.99
2005-02-10,1191.99,1198.75,1191.54,1197.01,1491670000.0,1197.01
2005-02-11,1197.01,1208.38,1193.28,1205.3,1562300000.0,1205.3
2005-02-14,1205.3,1206.93,1203.59,1206.14,1290180000.0,1206.14
2005-02-15,1206.14,1212.44,1205.52,1210.12,1527080000.0,1210.12
2005-02-16,1210.12,1212.44,1205.06,1210.34,1490100000.0,1210.34
2005-02-17,1210.34,1211.33,1200.74,1200.75,1580120000.0,1200.75
2005-02-18,1200.75,1202.92,1197.35,1201.59,1551200000.0,1201.59
2005-02-22,1201.59,1202.48,1184.16,1184.16,1744940000.0,1184.16
2005-02-23,1184.16,1193.52,1184.16,1190.8,1501090000.0,1190.8
2005-02-24,1190.8,1200.42,1187.8,1200.2,1518750000.0,1200.2
